round	UTS_p0.02_1s	CUTS_p0.02_4s	TS	CTS_4s
1852	109.334624	42.619563	615.632560	76.111158
1853	109.339408	42.625492	615.698480	76.111158
1854	109.344192	42.631391	615.765840	76.111158
1855	109.348912	42.637300	615.834640	76.111158
1856	109.353536	42.643173	615.900800	76.111158
1857	109.358384	42.649106	615.968240	76.111158
1858	109.362896	42.654987	616.035280	76.111158
1859	109.367840	42.660861	616.105040	76.111158
1860	109.372896	42.666657	616.170480	76.111158
1861	109.377664	42.672551	616.240720	76.111158
1862	109.382624	42.678454	616.306800	76.111158
1863	109.387184	42.684408	616.373600	76.111158
1864	109.392208	42.690344	616.440000	76.111158
1865	109.396816	42.696133	616.503840	76.111158
1866	109.401600	42.702041	616.573360	76.111158
1867	109.406656	42.707921	616.635200	76.111158
1868	109.411616	42.713751	616.702240	76.111158
1869	109.416496	42.719746	616.768320	76.111158
1870	109.421360	42.725565	616.832320	76.111158
1871	109.426208	42.731433	616.900240	76.111158
1872	109.430608	42.737272	616.969360	76.111158
1873	109.435584	42.743101	617.036800	76.111158
1874	109.439824	42.748996	617.102080	76.111158
1875	109.444864	42.754869	617.164560	76.111158
1876	109.449696	42.760716	617.230480	76.111158
1877	109.454320	42.766506	617.301360	76.111158
1878	109.458976	42.772342	617.368400	76.111158
1879	109.463856	42.778163	617.433840	76.111158
1880	109.468464	42.784030	617.501040	76.111158
1881	109.472864	42.789773	617.563120	76.111158
1882	109.477040	42.795624	617.632320	76.111158
1883	109.481456	42.801424	617.694080	76.111158
1884	109.485776	42.807217	617.758640	76.111158
1885	109.491008	42.813014	617.826560	76.111158
1886	109.495776	42.818794	617.889680	76.111158
1887	109.500400	42.824590	617.958320	76.111158
1888	109.504752	42.830380	618.028640	76.111158
1889	109.508848	42.836233	618.094880	76.111158
1890	109.513824	42.842144	618.161920	76.111158
1891	109.518368	42.847945	618.227600	76.111158
1892	109.522928	42.853723	618.292960	76.111158
1893	109.527872	42.859506	618.356240	76.111158
1894	109.532432	42.865338	618.417280	76.111158
1895	109.537152	42.871090	618.479040	76.111158
1896	109.541728	42.876901	618.545760	76.111158
1897	109.546144	42.882774	618.609600	76.111158
1898	109.551072	42.888633	618.675440	76.111158
1899	109.555584	42.894404	618.737760	76.111158
1900	109.560320	42.900265	618.801520	76.111158
1901	109.564656	42.906036	618.869600	76.111158
1902	109.569648	42.911875	618.936240	76.111158
1903	109.574000	42.917715	619.003920	76.111158
1904	109.578432	42.923512	619.066800	76.111158
1905	109.583104	42.929273	619.131360	76.111158
1906	109.587728	42.935095	619.196480	76.111158
1907	109.592320	42.940991	619.260880	76.111158
1908	109.597296	42.946793	619.323520	76.111158
1909	109.601568	42.952675	619.387600	76.111158
1910	109.606176	42.958437	619.449920	76.111158
1911	109.610512	42.964190	619.516080	76.111158
1912	109.615216	42.969978	619.581760	76.111158
1913	109.619376	42.975760	619.644560	76.111158
1914	109.623744	42.981524	619.708320	76.111158
1915	109.628464	42.987304	619.774560	76.111158
1916	109.632928	42.993097	619.837200	76.111158
1917	109.637536	42.998885	619.903200	76.111158
1918	109.641904	43.004664	619.966320	76.111158
1919	109.646224	43.010449	620.034240	76.111158
1920	109.651312	43.016189	620.101440	76.111158
1921	109.655968	43.021933	620.166560	76.111158
1922	109.660928	43.027710	620.232800	76.111158
1923	109.665488	43.033476	620.297120	76.111158
1924	109.670432	43.039206	620.362880	76.111158
1925	109.674688	43.045070	620.429920	76.111158
1926	109.679216	43.050877	620.490800	76.111158
1927	109.683904	43.056678	620.556960	76.111158
1928	109.688672	43.062501	620.620160	76.111158
1929	109.693424	43.068217	620.680640	76.111158
1930	109.698016	43.074002	620.744560	76.111158
1931	109.702496	43.079793	620.809680	76.111158
1932	109.707184	43.085618	620.871840	76.111158
1933	109.712144	43.091292	620.934160	76.111158
1934	109.716848	43.097057	620.998160	76.111158
1935	109.721504	43.102769	621.063360	76.111158
1936	109.725920	43.108494	621.127440	76.111158
1937	109.730752	43.114216	621.192160	76.111158
1938	109.735200	43.119916	621.253760	76.111158
1939	109.739648	43.125685	621.316560	76.111158
1940	109.744272	43.131498	621.378720	76.111158
1941	109.748464	43.137272	621.442160	76.111158
1942	109.752672	43.142993	621.506320	76.111158
1943	109.757344	43.148722	621.566640	76.111158
1944	109.761856	43.154471	621.632080	76.111158
1945	109.766560	43.160225	621.692560	76.111158
1946	109.771536	43.165957	621.755760	76.111158
1947	109.776480	43.171726	621.817360	76.111158
1948	109.780896	43.177374	621.884560	76.111158
1949	109.785040	43.183082	621.949440	76.111158
1950	109.789792	43.188782	622.013120	76.111158
1951	109.794000	43.194547	622.073440	76.111158
1952	109.798560	43.200203	622.139120	76.111158
1953	109.803680	43.205897	622.203440	76.111158
1954	109.808560	43.211674	622.262320	76.111158
1955	109.812832	43.217332	622.325280	76.111158
1956	109.817648	43.222979	622.385280	76.111158
1957	109.822416	43.228729	622.447680	76.111158
1958	109.826720	43.234358	622.510000	76.111158
1959	109.831216	43.240082	622.570640	76.111158
1960	109.836160	43.245774	622.636160	76.111158
1961	109.840720	43.251527	622.698960	76.111158
1962	109.844912	43.257229	622.758480	76.111158
1963	109.849360	43.262925	622.822320	76.111158
1964	109.853984	43.268637	622.888160	76.111158
1965	109.858400	43.274342	622.946400	76.111158
1966	109.862816	43.280068	623.011760	76.111158
1967	109.867216	43.285802	623.074400	76.111158
1968	109.871824	43.291460	623.135840	76.111158
1969	109.876288	43.297183	623.195120	76.111158
1970	109.880960	43.302913	623.253920	76.111158
1971	109.885792	43.308623	623.315840	76.111158
1972	109.890624	43.314315	623.377040	76.111158
1973	109.895280	43.320064	623.438880	76.111158
1974	109.899760	43.325706	623.501200	76.111158
1975	109.904640	43.331371	623.565680	76.111158
1976	109.909072	43.337035	623.624400	76.111158
1977	109.912912	43.342663	623.689840	76.111158
1978	109.917488	43.348385	623.750320	76.111158
1979	109.921920	43.353971	623.810560	76.111158
1980	109.926560	43.359602	623.874160	76.111158
1981	109.931184	43.365294	623.935920	76.111158
1982	109.935248	43.370954	623.997120	76.111158
1983	109.939728	43.376635	624.058080	76.111158
1984	109.943920	43.382308	624.120400	76.111158
1985	109.948688	43.387953	624.182480	76.111158
1986	109.953088	43.393626	624.242640	76.111158
1987	109.957584	43.399329	624.305440	76.111158
1988	109.962288	43.404994	624.367680	76.111158
1989	109.966672	43.410585	624.428720	76.111158
1990	109.971168	43.416235	624.486960	76.111158
1991	109.975792	43.421971	624.548640	76.111158
1992	109.980224	43.427609	624.613920	76.111158
1993	109.984768	43.433299	624.675120	76.111158
1994	109.988816	43.438971	624.738400	76.111158
1995	109.992864	43.444651	624.802000	76.111158
1996	109.997200	43.450273	624.861760	76.111158
1997	110.001488	43.455911	624.918800	76.111158
1998	110.005936	43.461488	624.983120	76.111158
1999	110.010672	43.467193	625.044000	76.111158
